,SYMBOL,COMPANY NAME
1144,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited
1145,ADSL.NS,Allied Digital Services Limited
1146,ACLGATI.NS,Allcargo Gati Limited
1147,BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited
1148,RAMCOSYS.NS,Ramco Systems Limited
1149,ALLDIGI.NS,Alldigi Tech Limited
1150,YSL.NS,The Yamuna Syndicate Ltd
1151,LIKHITHA.NS,Likhitha Infrastructure Limited
1152,ARIHANTSUP.NS,Arihant Superstructures Limited
1153,GALAPREC.NS,Gala Precision Engineering Limited
1155,CIFL.NS,Capital India Finance Ltd
1156,GPTHEALTH.NS,GPT Healthcare Limited
1157,SATINDLTD.NS,Sat Industries Limited
1158,CREST.NS,Crest Ventures Limited
1159,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
1160,ESTER.NS,Ester Industries Limited
1161,KELLTONTEC.NS,Kellton Tech Solutions Limited
1162,JGCHEM.NS,J.G.Chemicals Limited
1163,ANDHRSUGAR.NS,The Andhra Sugars Limited
1164,LINCOLN.NS,Lincoln Pharmaceuticals Limited
1165,VLSFINANCE.NS,VLS Finance Limited
1168,KRISHANA.NS,Krishana Phoschem Limited
1169,SELAN.NS,Selan Exploration Technology Limited
1170,RISHABH.NS,Rishabh Instruments Limited
1171,SUBEXLTD.NS,Subex Limited
1172,KAMDHENU.NS,Kamdhenu Limited
1173,TFCILTD.NS,Tourism Finance Corporation of India Limited
1174,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED
1175,SAURASHCEM.NS,Saurashtra Cement Limited
1176,VHL.NS,Vardhman Holdings Limited
1177,GRMOVER.NS,GRM Overseas Limited
1178,SPORTKING.NS,Sportking India Limited
1179,BLISSGVS.NS,Bliss GVS Pharma Limited
1180,ICEMAKE.NS,Ice Make Refrigeration Limited
1181,PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited
1183,MUNJALAU.NS,Munjal Auto Industries Limited
1184,CAPITALSFB.NS,Capital Small Finance Bank Limited
1185,FAIRCHEMOR.NS,Fairchem Organics Limited
1186,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd
1187,RICOAUTO.NS,Rico Auto Industries Limited
1188,AGIIL.NS,Agi Infra Limited
1189,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited
1190,MUKKA.NS,Mukka Proteins Limited
1191,BESTAGRO.NS,Best Agrolife Limited
1192,WCIL.NS,Western Carriers (India) Limited
1193,DHAMPURSUG.NS,Dhampur Sugar Mills Limited
1194,PPL.NS,Prakash Pipes Limited
1195,DHUNINV.NS,Dhunseri Investments Limited
1196,CENTRUM.NS,Centrum Capital Limited
1197,PAKKA.NS,PAKKA LIMITED
1199,WINDMACHIN.NS,Windsor Machines Limited
1200,KOTHARIPET.NS,Kothari Petrochemicals Limited
1201,AVADHSUGAR.NS,Avadh Sugar & Energy Limited
1202,DIFFNKG.NS,Diffusion Engineers Limited
1203,KECL.NS,Kirloskar Electric Company Limited
1205,HEUBACHIND.NS,Heubach Colorants India Limited
1206,GULPOLY.NS,Gulshan Polyols Limited
1207,CENTENKA.NS,Century Enka Limited
1208,HLVLTD.NS,HLV LIMITED
1209,AVTNPL.NS,AVT Natural Products Limited
1210,XCHANGING.NS,Xchanging Solutions Limited
1212,INDPRUD.NS,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.
1213,ARROWGREEN.NS,Arrow Greentech Limited
1214,UTTAMSUGAR.NS,Uttam Sugar Mills Limited
1215,VIMTALABS.NS,Vimta Labs Limited
1216,TNPL.NS,Tamil Nadu Newsprint & Papers Limited
1217,MANALIPETC.NS,Manali Petrochemicals Limited
1218,MUFTI.NS,Credo Brands Marketing Limited
1219,ORIENTTECH.NS,Orient Technologies Limited
1220,INDOAMIN.NS,Indo Amines Limited
1221,PVSL.NS,Popular Vehicles and Services Limited
1222,VASCONEQ.NS,Vascon Engineers Limited
1223,SANDESH.NS,The Sandesh Limited
1224,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited
1225,MACPOWER.NS,Macpower CNC Machines Limited
1226,NGLFINE.NS,NGL Fine-Chem Limited
1227,ONEPOINT.NS,One Point One Solutions Limited
1228,CREATIVE.NS,Creative Newtech Limited
1229,SHANKARA.NS,Shankara Building Products Limited
1230,KUANTUM.NS,Kuantum Papers Limited
1231,OSWALGREEN.NS,Oswal Greentech Limited
1232,3BBLACKBIO.NS,3B BlackBio Dx Ltd
1233,TVTODAY.NS,TV Today Network Limited
1234,MAXIND.NS,Max India Limited
1235,DWARKESH.NS,Dwarikesh Sugar Industries Limited
1236,SNOWMAN.NS,Snowman Logistics Limited
1237,RKSWAMY.NS,R K Swamy Limited
1238,GICHSGFIN.NS,GIC Housing Finance Limited
1240,CONTROLPR.NS,Control Print Limited
1241,ARIHANTCAP.NS,Arihant Capital Markets Limited
1242,BAJAJHCARE.NS,Bajaj Healthcare Limited
1243,KSOLVES.NS,Ksolves India Limited
1245,PDMJEPAPER.NS,Pudumjee Paper Products Limited
1246,VALIANTORG.NS,Valiant Organics Limited
1247,DHARMAJ.NS,Dharmaj Crop Guard Limited
1248,MAFATIND.NS,MAFATLAL INDUSTRIES LTD.-$
1249,JAGAJITIND.NS,JAGATJIT INDUSTRIES LTD.
1250,ASAL.NS,Automotive Stampings and Assemblies Limited
1251,UNIENTER.NS,Uniphos Enterprises Limited
1252,INDORAMA.NS,Indo Rama Synthetics (India) Limited
1253,KROSS.NS,Kross Limited
1254,SATIA.NS,Satia Industries Limited
1255,SIKA.NS,SIKA INTERPLANT SYSTEMS LTD.
1256,ELIN.NS,Elin Electronics Limited
1257,RITCO.NS,Ritco Logistics Limited
1258,NACLIND.NS,NACL Industries Limited
1259,THEINVEST.NS,The Investment Trust Of India Limited
1260,PRIMESECU.NS,Prime Securities Limited
1261,NDTV.NS,New Delhi Television Limited
1262,MAGADSUGAR.NS,Magadh Sugar & Energy Limited
1263,ATL.NS,Allcargo Terminals Limited
1264,NINSYS.NS,NINtec Systems Limited
1265,NELCAST.NS,Nelcast Limited
1266,APTECHT.NS,Aptech Limited
1267,AQFINTECH.NS,Algoquant Fintech Ltd
1268,FINKURVE.NS,Finkurve Financial Services Ltd
1269,INFOBEAN.NS,InfoBeans Technologies Limited
1270,GANESHBE.NS,Ganesh Benzoplast Limited
1271,GHCLTEXTIL.NS,GHCL Textiles Limited
1272,JAYBARMARU.NS,Jay Bharat Maruti Limited
1273,ZUARIIND.NS,ZUARI INDUSTRIES LIMITED
1274,BLAL.NS,BEML Land Assets Limited
1275,TREL.NS,Transindia Real Estate Limited
1276,FAZE3Q.NS,Faze Three Limited
1277,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited
1278,MORGANITE.NS,MORGANITE CRUCIBLE (INDIA) LTD.
1279,ASIANTILES.NS,Asian Granito India Limited
1280,BODALCHEM.NS,Bodal Chemicals Limited
1281,LINC.NS,Linc Limited
1282,NAHARSPING.NS,Nahar Spinning Mills Limited
1283,GANDHITUBE.NS,Gandhi Special Tubes Limited
1284,KRYSTAL.NS,Krystal Integrated Services Limited
1285,SASTASUNDR.NS,Sastasundar Ventures Limited
1286,FOODSIN.NS,Foods & Inns Limited
1287,BPLPHARMA.NS,Bharat Parenterals Ltd
1288,STCINDIA.NS,The State Trading Corporation of India Limited
1289,SARVESHWAR.NS,Sarveshwar Foods Limited
1290,SHALPAINTS.NS,Shalimar Paints Limited
1291,NCLIND.NS,NCL Industries Limited
1292,SILVERTUC.NS,Silver Touch Technologies Limited
1293,HALDYNGL.NS,Haldyn Glass Ltd-$
1294,DBOL.NS,Dhampur Bio Organics Limited
1295,SAPL.NS,SAR Auto Products Ltd
1296,RSWM.NS,RSWM Limited
1297,CHEMCON.NS,Chemcon Speciality Chemicals Limited
1298,ENIL.NS,Entertainment Network (India) Limited
1299,VOITHPAPR.NS,VOITH PAPER FABRICS INDIA LTD.-$
1300,ROHLTD.NS,Royal Orchid Hotels Limited
1301,RUSHIL.NS,Rushil Decor Limited
1302,SBC.NS,SBC Exports Limited
1303,ORIENTPPR.NS,Orient Paper & Industries Limited
1304,UGARSUGAR.NS,The Ugar Sugar Works Limited
1306,VISAKAIND.NS,Visaka Industries Limited
1307,AXTEL.NS,AXTEL INDUSTRIES LTD.
1308,AMBIKCO.NS,Ambika Cotton Mills Limited
1309,SPENCERS.NS,Spencer's Retail Limited
1310,VIKASLIFE.NS,Vikas Lifecare Limited
1311,SHIVALIK.NS,Shivalik Rasayan Limited
1312,TRACXN.NS,Tracxn Technologies Limited
1313,GARUDA.NS,Garuda Construction and Engineering Limited
1314,TAALENT.NS,TAAL Enterprises Ltd
1315,JAYAGROGN.NS,Jayant Agro Organics Limited
1316,RAJPALAYAM.NS,RAJAPALAYAM MILLS LTD.-$
1317,WSI.NS,W S Industries (I) Limited
1318,ONMOBILE.NS,OnMobile Global Limited
1319,GEECEE.NS,GeeCee Ventures Limited
1320,FORBESCO.NS,FORBES & COMPANY LTD.-$
1321,ZUARI.NS,Zuari Agro Chemicals Limited
1322,DECCANCE.NS,Deccan Cements Limited
1323,ACL.NS,Andhra Cements Limited
1324,IIL.NS,Integrated Industries Ltd
1325,INTEGRAEN.NS,INTEGRA ENGINEERING INDIA LTD.
1326,RADIANTCMS.NS,Radiant Cash Management Services Limited
1327,RUBYMILLS.NS,The Ruby Mills Limited
1328,WIMPLAST.NS,WIM PLAST LTD.-$
1329,ONWARDTEC.NS,Onward Technologies Limited
1330,AFFORDABLE.NS,Affordable Robotic & Automation Limited
1331,SPECIALITY.NS,Speciality Restaurants Limited
1332,ELDEHSG.NS,Eldeco Housing And Industries Limited
1333,TRANSWORLD.NS,TRANSWORLD SHIPPING LINES LIMITED
1334,GLOSTERLTD.NS,Gloster Limited
1335,CSLFINANCE.NS,CSL Finance Limited
1336,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited
1337,TNPETRO.NS,Tamilnadu PetroProducts Limited
1338,KSE.NS,KSE LTD.-$
1339,GSLSU.NS,Global Surfaces Limited
1340,PYRAMID.NS,Pyramid Technoplast Limited
1341,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited
1342,HPAL.NS,HP Adhesives Limited
1343,UPHOT.NS,U.P.HOTELS LTD.
1344,APEX.NS,Apex Frozen Foods Limited
1345,TITANBIO.NS,TITAN BIOTECH LTD.
1346,DBEIL.NS,Deepak Builders & Engineers India Limited
1347,SCHAND.NS,S Chand And Company Limited
1348,CHEMBOND.NS,Chembond Chemicals Ltd
1349,CHEVIOT.NS,Cheviot Company Limited
1350,SUNSHIEL.NS,SUNSHIELD CHEMICALS LTD.
1351,VRAJ.NS,Vraj Iron and Steel Limited
1352,AKCAPIT.NS,A.K.CAPITAL SERVICES LTD.
1353,MCCHRLS-B.NS,MAC CHARLES (INDIA) LTD.
1354,EVEXIA.NS,Evexia Lifecare Ltd
1355,JINDALPHOT.NS,Jindal Photo Limited
1356,REPRO.NS,Repro India Limited
1357,NITTAGELA.NS,NITTA GELATIN INDIA LTD.-$
1359,TIGERLOGS.NS,Tiger Logistics (India) Ltd
1360,KISAN.NS,KISAN MOULDINGS LTD.-$
1361,RNBDENIMS.NS,R&B Denims Ltd
1362,ANDHRAPET.NS,ANDHRA PETROCHEMICALS LTD.
1364,MANBA.NS,Manba Finance Limited
1365,MEDICAMEQ.NS,Medicamen Biotech Limited
1366,KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited
1367,KHADIM.NS,Khadim India Limited
1368,HINDCOMPOS.NS,Hindustan Composites Limited
1369,BEDMUTHA.NS,Bedmutha Industries Limited
1370,DENORA.NS,De Nora India Limited
1371,STOVACQ.NS,STOVEC INDUSTRIES LTD.
1372,MODINSU.NS,MODERN INSULATORS LTD.
1373,BLACKROSE.NS,BLACK ROSE INDUSTRIES LTD.
1374,VINYLINDIA.NS,Vinyl Chemicals (India) Limited
1376,MENONBE.NS,Menon Bearings Limited
1377,BIRLACABLE.NS,Birla Cable Limited
1378,HMVL.NS,Hindustan Media Ventures Limited
1379,RACE.NS,Race Eco Chain Limited
1380,KIRANVYPAR.NS,Kiran Vyapar Ltd
1381,CONSOFINVT.NS,Consolidated Finvest & Holdings Limited
1382,GOACARBON.NS,Goa Carbon Limited
1383,LOKESHMACH.NS,Lokesh Machines Limited
1384,DPWIRES.NS,D P Wires Limited
1385,TOLINS.NS,Tolins Tyres Limited
1386,REVATHIEQU.NS,Revathi Equipment India Limited
1387,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited
1388,EMAMIPAP.NS,Emami Paper Mills Limited
1389,NICCOPAR.NS,NICCO PARKS & RESORTS LTD.-$
1390,INDOBORAX.NS,Indo Borax & Chemicals Limited
1391,EMPIND.NS,EMPIRE INDUSTRIES LTD.
1392,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited
1393,KAMATHOTEL.NS,Kamat Hotels (I) Limited
1394,ASMS.NS,Bartronics India Limited
1395,ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited
1396,UNIABEXAL.NS,UNI ABEX ALLOY PRODUCTS LTD.
1397,SHRJAGP.NS,SHRI JAGDAMBA POLYMERS LTD.
1398,MANAKSIA.NS,Manaksia Limited
1399,ALANKIT.NS,Alankit Limited
1400,NAHARINDUS.NS,Nahar Industrial Enterprises Limited
1401,MOLDTECH.NS,Mold-Tek Technologies Limited
1402,MUNJALSHOW.NS,Munjal Showa Limited
1403,ARFIN.NS,Arfin India Ltd
1404,BHARATSE.NS,BHARAT SEATS LTD.-$
1405,BCONCEPTS.NS,Brand Concepts Limited
1406,SREEL.NS,Sreeleathers Limited
1407,DAVANGERE.NS,Davangere Sugar Company Limited
1408,NRAIL.NS,N R Agarwal Industries Limited
1409,MKVENTURES.NS,Mkventures Capital Ltd
1411,BALAJEE.NS,Shree Tirupati Balajee Agro Trading Company Limited
1412,VIKASECO.NS,Vikas EcoTech Limited
1413,KRONOX.NS,Kronox Lab Sciences Limited
1414,SAYAJIHOTL.NS,SAYAJI HOTELS LTD.
1415,FCSSOFT.NS,FCS Software Solutions Limited
1418,HIGHENE.NS,HIGH ENERGY BATTERIES (INDIA) LTD.
1419,MUTHOOTCAP.NS,Muthoot Capital Services Limited
1420,HTMEDIA.NS,HT Media Limited
1421,XTGLOBAL.NS,Xtglobal Infotech Limited
1422,GENUSPAPER.NS,Genus Paper & Boards Limited
1423,MIRZAINT.NS,Mirza International Limited
1424,GOODRICKE.NS,GOODRICKE GROUP LTD.
1425,REMSONSIND.NS,Remsons Industries Limited
1426,SAHLIBHFI.NS,SHALIBHADRA FINANCE LTD.
1427,UYFINCORP.NS,U. Y. Fincorp Limited
1428,ORICONENT.NS,Oricon Enterprises Limited
1429,IRISDOREME.NS,Iris Clothings Limited
1430,PTL.NS,PTL Enterprises Limited
1431,KANORICHEM.NS,Kanoria Chemicals & Industries Limited
1433,ORIENTCER.NS,ORIENT CERATECH LIMITED
1434,JOSTS.NS,JOST'S ENGINEERING CO.LTD.
1435,BATLIBOI.NS,BATLIBOI LTD.-$
1436,INTLCONV.NS,International Conveyors Limited
1437,BPL.NS,BPL Limited
1438,NIKHILAD.NS,NIKHIL ADHESIVES LTD.-$
1440,SINGER.NS,SINGER INDIA LTD.
1441,SAKAR.NS,Sakar Healthcare Limited
1442,VIKRAMTH.NS,VIKRAM THERMO (INDIA) LTD.
1443,KILITCH.NS,Kilitch Drugs (India) Limited
1444,ZIMLAB.NS,Zim Laboratories Limited
1446,SSDL.NS,Saraswati Saree Depot Limited
1447,AMAL.NS,AMAL LTD.
1448,IFBAGRO.NS,IFB Agro Industries Limited
1449,ITHL.NS,INTERNATIONAL TRAVEL HOUSE LTD.-$
1450,KAPSTON.NS,Kapston Services Limited
1451,LYKALABS.NS,Lyka Labs Limited
1453,NAHARCAP.NS,Nahar Capital and Financial Services Limited
1454,APCL.NS,Anjani Portland Cement Limited
1455,WORTH.NS,Worth Investment & Trading Co Ltd
1456,VALIANTLAB.NS,Valiant Laboratories Limited
1457,AXITA.NS,Axita Cotton Limited
1458,QUESTCAP.NS,Quest Capital Markets Ltd
1459,UNIDT.NS,United Drilling Tools Limited
1461,NIYOGIN.NS,Niyogin Fintech Ltd
1462,DCI.NS,Dc Infotech And Communication Limited
1463,RAGHUSYN.NS,RAGHUVIR SYNTHETICS LTD.
1464,PRADPME.NS,PRADEEP METALS LTD.
1465,VSTL.NS,Vibhor Steel Tubes Limited
1466,HITECHCORP.NS,Hitech Corporation Limited
1468,NILAINFRA.NS,Nila Infrastructures Limited
1469,APOLSINHOT.NS,Apollo Sindoori Hotels Limited
1470,ORIENTBELL.NS,Orient Bell Limited
1471,MEDICO.NS,Medico Remedies Limited
1472,TRF.NS,TRF Limited
1473,SINCLAIR.NS,Sinclairs Hotels Limited
1474,3IINFOLTD.NS,3i Infotech Limited
1475,BANSWRAS.NS,Banswara Syntex Limited
1476,DIAMINESQ.NS,Diamines & Chemicals Limited
1477,SRGHFL.NS,SRG Housing Finance Limited
1479,ALSTONE.NS,Alstone Textiles (India) Ltd
1480,PANCHMAHQ.NS,PANCHMAHAL STEEL LTD.
1481,ARYAMAN.NS,ARYAMAN FINANCIAL SERVICES LTD.
1482,RADIOCITY.NS,Music Broadcast Limited
1483,BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED
1485,VALIANT.NS,VALIANT COMMUNICATIONS LTD.-$
1486,AUTOIND.NS,Autoline Industries Limited
1487,BOMOXY-B1.NS,Bombay Oxygen Investments Ltd
1488,SHEMAROO.NS,Shemaroo Entertainment Limited
1490,LAKSHMIMIL.NS,LAKSHMI MILLS COMPANY LTD.-$
1491,RUBFILA.NS,Rubfila International Limited
1492,MANAKSTEEL.NS,Manaksia Steels Limited
1493,MAJESAUT.NS,MAJESTIC AUTO LTD.-$
1494,BBTCL.NS,B&B Triplewall Containers Limited
1495,VARDHACRLC.NS,Vardhman Acrylics Limited
1496,AMBALALSA.NS,AMBALAL SARABHAI ENTERPRISES LTD.
1497,RIDDHI.NS,RIDDHI SIDDHI GLUCO BIOLS LTD.-$
1498,LEHAR.NS,Lehar Footwears Ltd
1499,BIRLAPREC.NS,BIRLA PRECISION TECHNOLOGIES LTD.
1500,SAKHTISUG.NS,Sakthi Sugars Limited
1501,JENBURPH.NS,JENBURKT PHARMACEUTICALS LTD.
1502,AFIL.NS,Akme Fintrade (India) Limited
1503,BHARATAGRI.NS,BHARAT AGRI FERT & REALTY LTD.
1504,KOTARISUG.NS,Kothari Sugars And Chemicals Limited
1505,PODDARMENT.NS,Poddar Pigments Limited
1506,NIPPOBATRY.NS,Indo-National Limited
1507,SUPER.NS,SUPER SALES INDIA LTD.-$
1508,UFO.NS,UFO Moviez India Limited
1509,GALXBRG.NS,GALAXY BEARINGS LTD.
1510,VENUSREM.NS,Venus Remedies Limited
1511,BARODARY.NS,BARODA RAYON CORPORATION LTD.
1512,MAWANASUG.NS,Mawana Sugars Limited
1513,SRD.NS,Shankar Lal Rampal Dye-Chem Limited
1514,SINTERCOM.NS,Sintercom India Limited
1515,PRITIKAUTO.NS,Pritika Auto Industries Limited
1517,MENNPIS.NS,MENON PISTONS LTD.
1518,TIERRA.NS,Tierra Agrotech Ltd
1519,EXXARO.NS,Exxaro Tiles Limited
1520,PONNIERODE.NS,Ponni Sugars (Erode) Limited
1521,NDLVENTURE.NS,NDL Ventures Limited
1522,BRNL.NS,Bharat Road Network Limited
1524,ABAN.NS,Aban Offshore Limited
1528,KELENRG.NS,KELTECH ENERGIES LTD.
1530,OKPLA.NS,OK PLAY INDIA LTD.
1531,RUCHIRA.NS,Ruchira Papers Limited
1532,DCMNVL.NS,DCM Nouvelle Limited
1533,NITINCAST.NS,Nitin Castings Ltd
1534,JAYSREETEA.NS,Jayshree Tea & Industries Limited
1535,GLOBAL.NS,Global Education Limited
1536,VADILENT.NS,VADILAL ENTERPRISES LTD.
1537,SAHYADRI.NS,Sahyadri Industries Limited
1538,PANAENERG.NS,PANASONIC ENERGY INDIA COMPANY LTD.-$
1539,KINETICENG.NS,KINETIC ENGINEERING LTD.
1541,CPL.NS,Captain Polyplast Ltd
1542,RAMAPHO.NS,Rama Phosphates Limited
1543,MKEXIM.NS,M.K. Exim (India) Ltd
1545,VISHWARAJ.NS,Vishwaraj Sugar Industries Limited
1546,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
1547,KINGSINFR.NS,Kings Infra Ventures Limited
1548,TRIGYN.NS,Trigyn Technologies Limited
1549,HUIL.NS,Hindusthan Urban Infrastructure Ltd
1550,PLAZACABLE.NS,Plaza Wires Limited
1551,MGEL.NS,Mangalam Global Enterprise Limited
1552,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED
1553,GULFPETRO.NS,GP Petroleums Limited
1554,WELINV.NS,Welspun Investments and Commercials Limited
1557,IFINSEC.NS,INDIA FINSEC LTD.
1559,SIGMA.NS,Sigma Solve Limited
1561,SHYAMCENT.NS,Shyam Century Ferrous Limited
1562,MANGIND.NS,Mangalam Industrial Finance Ltd
1564,FREDUN.NS,Fredun Pharmaceuticals Ltd
1566,VELJAN.NS,Veljan Denison Limited
1568,VAARAD.NS,Vaarad Ventures Ltd
1569,SHREYANIND.NS,Shreyans Industries Limited
1570,MULTIBASE.NS,MULTIBASE INDIA LTD.
1572,COASTCORP.NS,Coastal Corporation Limited
1573,UDAYJEW.NS,Uday Jewellery Industries Ltd
1574,QUINT.NS,Quint Digital Ltd
1575,DEVIT.NS,Dev Information Technology Limited
1576,DAICHI.NS,DAI-ICHI KARKARIA LTD.-$
1577,KERALAYUR.NS,KERALA AYURVEDA LTD.
1578,COMPEAU.NS,COMPETENT AUTOMOBILES CO.LTD.
1579,RDBRL.NS,RDB RASAYANS LTD.
1580,KMSUGAR.NS,K.M.Sugar Mills Limited
1582,STARPAPER.NS,Star Paper Mills Limited
1583,DRCSYSTEMS.NS,DRC Systems India Limited
1584,RANASUG.NS,Rana Sugars Limited
1586,MARALOVER.NS,Maral Overseas Limited
1587,MAGNUM.NS,Magnum Ventures Limited
1588,ZODIACLOTH.NS,Zodiac Clothing Company Limited
1590,MURUDCERA.NS,Murudeshwar Ceramics Limited
1591,VIJSOLX.NS,VIJAY SOLVEX LTD.
1592,STARHFL.NS,Star Housing Finance Ltd
1593,GRAVISSHO.NS,GRAVISS HOSPITALITY LTD.
1594,SHIVATEX.NS,Shiva Texyarn Limited
1595,NATCAPSUQ.NS,NATURAL CAPSULES LTD.
1596,APOLLOFI.NS,APOLLO FINVEST (INDIA) LTD.
1597,CTL.NS,Capital Trade Links Ltd
1598,VIRINCHI.NS,Virinchi Limited
1599,TALBROSENG.NS,Talbros Engineering Ltd
1600,BHAGYANGR.NS,Bhagyanagar India Limited
1601,INDTONER.NS,INDIAN TONERS & DEVELOPERS LTD.-$
1602,NECCLTD.NS,North Eastern Carrying Corporation Limited
1603,SWASTIKA.NS,SWASTIKA INVESTMART LTD.
1605,CORALAB.NS,CORAL LABORATORIES LTD.
1606,SHUKRAPHAR.NS,Shukra Pharmaceuticals Ltd
1607,SOUTHWEST.NS,South West Pinnacle Exploration Limited
1608,INTLCOMBQ.NS,INTERNATIONAL COMBUSTION (INDIA) LTD.
1609,SURANAT&P.NS,Surana Telecom and Power Limited
1610,MADHUVEER.NS,Madhuveer Com 18 Network Ltd
1611,SAB.NS,SAB Industries Ltd
1612,LANCORHOL.NS,Lancor Holdings Limited
1613,SCANSTL.NS,Scan Steels Limited
1614,WATERBASE.NS,WATERBASE LTD.
1615,ZEELEARN.NS,Zee Learn Limited
1616,BAMBINO.NS,BAMBINO AGRO INDUSTRIES LTD.
1617,BTTL.NS,BHILWARA TECHNICAL TEXTILES LTD.
1619,PANCARBON.NS,PANASONIC CARBON INDIA CO.LTD.-$
1621,ALUFLUOR.NS,ALUFLUORIDE LTD.
1622,FLUIDOM.NS,FLUIDOMAT LTD.
1623,RTSPOWR.NS,RTS POWER CORPORATION LTD.
1624,RPPL.NS,Rajshree Polypack Limited
1625,INDOWIND.NS,Indowind Energy Limited
1626,PANCHSHEEL.NS,PANCHSHEEL ORGANICS LTD.
1627,PML.NS,Paul Merchants Ltd
1629,MERCANTILE.NS,Mercantile Ventures Ltd
1630,PMCFIN.NS,PMC Fincorp Limited
1631,AHLEAST.NS,Asian Hotels (East) Limited
1632,SUPREME.NS,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
1633,RKEC.NS,RKEC Projects Limited
1634,AARON.NS,Aaron Industries Limited
1636,VARIMAN.NS,Variman Global Enterprises Ltd
1638,LOYAL.NS,Loyal Equipments Ltd
1639,MEGASTAR.NS,Megastar Foods Limited
1640,BEMHY.NS,BEMCO HYDRAULICS LTD.
1641,VTMLTD.NS,VTM LTD.
1642,JGTL.NS,Jasch Gauging Technologies Ltd
1643,RAJMET.NS,Rajnandini Metal Limited
1644,STARTECK.NS,Starteck Finance Limited
1645,SBECSUG.NS,SBEC SUGAR LTD.
1646,DTIL.NS,Dhunseri Tea & Industries Limited
1647,MANCREDIT.NS,Mangal Credit and Fincorp Limited
1648,MLKFOOD.NS,MILKFOOD LTD.
1649,JAYUSH.NS,JAY USHIN LTD.
1652,RAMANEWS.NS,Shree Rama Newsprint Limited
1653,REGIS.NS,Regis Industries Ltd
1654,NEAGI.NS,NEELAMALAI AGRO INDUSTRIES LTD.
1655,CORDSCABLE.NS,Cords Cable Industries Limited
1656,JYOTI.NS,JYOTI LTD.-$
1657,KANCHI.NS,Kanchi Karpooram Ltd
1658,OMAXAUTO.NS,Omax Autos Limited
1659,STARDELTA.NS,Star Delta Transformers Ltd
1660,ALPHAGEO.NS,Alphageo (India) Limited
1661,GINNIFILA.NS,Ginni Filaments Limited
1663,PPAP.NS,PPAP Automotive Limited
1664,ABMKNO.NS,ABM KNOWLEDGEWARE LTD.
1665,BIMETAL.NS,BIMETAL BEARINGS LTD.-$
1666,KANPRPLA.NS,Kanpur Plastipack Limited
1667,IPRINGLTD.NS,IP RINGS LTD.-$
1668,EMPOWER.NS,EMPOWER INDIA LTD.
1669,LGBFORGE.NS,LGB FORGE LTD.
1670,DUNCANENG.NS,Duncan Engineering Ltd-$
1671,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited
1673,OCCL.NS,Oriental Carbon & Chemicals Limited
1674,HALDER.NS,Halder Venture Ltd
1675,DUROPLY.NS,Duroply Industries Ltd
1676,DUCON.NS,Ducon Infratechnologies Limited
1677,COCHINM.NS,COCHIN MINERALS & RUTILE LTD.-$
1678,NITIRAJ.NS,Nitiraj Engineers Limited
1679,ARCHIDPLY.NS,Archidply Industries Limited
1680,IVP.NS,IVP Limited
1681,CENLUB.NS,CENLUB INDUSTRIES LTD.
1682,BSL.NS,BSL Limited
1683,KESARPE.NS,KESAR PETROPRODUCTS LTD.
1685,SMLT.NS,Sarthak Metals Limited
1687,MSL.NS,Mangalam Seeds Ltd
1688,RRIL.NS,RRIL Ltd
1689,AEL.NS,Amba Enterprises Ltd
1690,INDTERRAIN.NS,Indian Terrain Fashions Limited
1691,INVENTURE.NS,Inventure Growth & Securities Limited
1692,NAVKAR.NS,Navkar Urbanstructure Ltd
1693,EMMBI.NS,Emmbi Industries Limited
1695,SHRIDINE.NS,SHRI DINESH MILLS LTD.-$
1696,LKPFIN.NS,LKP Finance Limited
1697,SUPERHOUSE.NS,Superhouse Limited
1698,INDGELA.NS,INDIA GELATINE & CHEMICALS LTD.-$
1699,SADBHIN.NS,Sadbhav Infrastructure Project Limited
1701,JMA.NS,Jullundur Motor Agency (Delhi) Limited
1702,AARNAV.NS,Aarnav Fashions Ltd
1703,UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited
1704,AKSHARCHEM.NS,AksharChem India Limited
